Municipio	cpos
LAGO, O	32575
BOLO	32577
LAMAS (PUNXIN)	32578
OUTEIRO GRANDE	32579
CASANOVA (OURENSE)	32593
CABREIROA	32600
CASTRELO DE ABAIXO	32610
FUMACES	32611
DOMIZ (RIOS)	32612
BOUSES	32613
MOIMENTA, A	32614
ABEDES	32615
ARZADEGOS	32616
ARZOA	32617
ALBARELLOS (MONTERREI)	32618
MONTERREI (VERIN)	32619
CIMADEVILA (LAZA)	32620
ARCUCELOS	32621
ALBERGUERIA, A (LAZA)	32622
ESTEVESIÑOS	32624
CASTRELO DO VAL	32625
CAMPOBECERROS	32626
RASELA, A (VERIN)	32627
XINZO DE LIMIA	32630
BOADO	32631
BALTAR	32632
ABADES	32633
AGUIS	32634
BARRIO (XINZO DE LIMIA)	32635
AMEA	32636
FARAMONTAOS (XINZO DE LIMIA)	32637
GANADE (SAN BARTOLOMEU)	32640
AGRO, O	32641
FARAMIÑAS	32643
CALVOS DE RANDIN	32644
SOBREGANADE	32645
MAUS, AS	32646
VILA (CALVOS DE RANDIN)	32647
FEAS (CALVOS DE RANDIN)	32648
BARRIO, O (VILAR DE SANTOS)	32650
BREIXOMES	32651
ALDEA DO MUIÑO	32652
MONTE ALBAN	32653
AMIADELO	32654
AZOREIROS	32655
ALLARIZ	32660
AMIADOSO, O	32664
FONTE ERMIDA	32665
COEDO (ALLARIZ)	32666
AIRA VELLA, A	32667
ACEA, A (ALLARIZ)	32668
CAL, A (ALLARIZ)	32669
XUNQUEIRA DE AMBIA	32670
OUTORELO	32671
ACEVEDO (XUNQUEIRA DE AMBIA)	32678
ABELEDA, A (XUNQUEIRA DE AMBIA)	32679
ATAS	32680
LAMALONGA (CUALEDRO)	32688
CARZOA	32689
ABELEDO	32690
AMENDO, O	32691
CARDEITA	32692
ARCOS (SANDIAS)	32693
ABAVIDES	32694
CASAS (TRASMIRAS)	32695
CASTELO, O (TRASMIRAS)	32696
MOURAZOS	32697
FECES DE CIMA	32698
FECES DE ABAIXO	32699
MACEDA	32700
BAÑOS DE MOLGAS	32701
ALBERGUERIA, A (VILAR DE BARRIO)	32702
BUSTAVALLE	32703
ACEA, A (BAÑOS DE MOLGAS)	32704
ALEMPARTE (VILAR DE BARRIO)	32705
BARXELA (MACEDA)	32706
BATAN, O	32707
ABELLEIRA (XUNQUEIRA DE ESPADANEDO)	32708
CACHAMUIÑA (PEREIRO DE AGUIAR)	32710
AGRA (PEREIRO DE AGUIAR)	32711
ALTO DO COUSO	32720
BARRIO, O (XUNQUEIRA DE ESPADAÑEDO)	32730
BARREIROS (MACEDA)	32740
CHANDREIXA (PARADA DE SIL)	32747
BARXACOVA	32748
CASTRO (PARADA DE SIL)	32749
CIMADEVILA (MONTEDERRAMO)	32750
CASANOVA (MONTEDERRAMO)	32751
CASTRO DE CALDELAS, O	32760
ABELEDA (TEIXEIRA)	32764
ALENDE (TEIXEIRA, A)	32765
ALENDE (CASTRO CALDELAS)	32766
CARBALLO (CHANDREXA DE QUEIXA)	32767
ABADIA (CHANDREXA)	32768
ACEVEDO, O	32769
ALENZA, A	32770
CAMPO, O (CASTRO CALDELAS)	32774
CABANAS, AS (RIO)	32778
ABELAIDO	32779
CABEZA DE MANZANEDA	32780
MANZANEDA	32781
BARBEIRON	32782
REQUEIXO (MANZANEDA)	32783
BIDUEIRA	32784
BORRUGA	32785
BOZQUEIMADO	32786
CASTELIGO	32787
BARRIO (POBRA DE TRIVES, A)	32788
ACEVOSO	32789
ABELEDOS, OS	32790
SA (NOGUEIRA DE RAMUIN)	32791
BOEIROS (PEREIRO DE AGUIAR)	32792
ANDURIÑAS	32793
ACIVEIRO, O	32794
GAIAS (LOBEIRA)	32798
CELANOVA	32800
CARBALLEIRAS, AS (RAMIRAS)	32810
ALDEA, A	32811
ALBARIN	32812
ABELEDA (VEREA)	32813
AGUA LEVADA	32814
ACEVEDO DO RIO (SAN XURXO)	32815
ABELLEIRA, A (CELANOVA)	32816
ABELLAL, O	32817
BANDEIRA	32820
BAGULLO, O	32821
ARMADA, A (CARTELLE)	32822
BIDUEIRO, O	32823
CARREGAL, O	32824
ANFEOZ	32825
ABELLOS	32826
FONTE CUBERTA	32827
CORREXAS (CELANOVA)	32828
SANTA MARIA (CELANOVA)	32829
BOUZAS (MERCA, A)	32830
ARCAS	32838
BARREIRA, A (MERCA, A)	32839
BANDE	32840
BUXAN (BANDE)	32846
BARRIO (BANDE)	32847
ALDEA DE ARRIBA (BANDE)	32848
CADOS (BANDE)	32849
BALDEMIR	32850
FACOS	32858
FORCADAS, AS (BANDE)	32859
ASPERELO Y OLIN	32860
BOUZADRAGRO	32868
BUSCALQUE	32869
ACEREDO	32870
ARAUXO (LOBIOS)	32879
AGRELO, O	32880
ALTO DO PONTON, O	32890
PONTE CADOS	32891
CARREIRA, A (LOBIOS)	32892
ARIEIROS	32893
BAÑOS, OS (LOBIOS)	32895
PARADA DE VENTOSA	32896
ABELLEIRA, A (MUIÑOS)	32897
ALVITE (2)	32898
BARRIO, O (BARXES)	32899
BELMONTE	32900
CALVOS (SAN CIBRAO DAS VIÑAS)	32901
CARGUIZOI	32907
CARBALLO, O (SAN CIBRAO DAS VIÑAS)	32910
LAGOA, A (SAN CIBRAO DAS VIÑAS)	32911
ASPERA (SAN CIBRAO DAS VIÑAS)	32915
AIRAS, AS	32920
FONDON, O	32930
ALONGOS	32940
SAN FIZ (TOEN)	32941
BAMIO	32950
BATUNDEIRA, A	32960
BEMPOSTA (OURENSE)	32970
CURUXEIRAS, AS	32971
ABELAIRA, A	32980
ASTRES	32981
ALBAREDO, O	32990
Oviedo	33001
Oviedo	33002
Oviedo	33003
Oviedo	33004
Oviedo	33005
Oviedo	33006
Oviedo	33007
Oviedo	33008
Oviedo	33009
Oviedo	33010
Oviedo	33011
Oviedo	33012
Oviedo	33013
Oviedo	33070
Oviedo	33071
Oviedo	33080
JUNIGRO	33100
ALESGA	33111
BUSTIELLO (PROAZA)	33112
BANDUJO	33114
CASINA, LA	33115
AGUADINA	33116
ARROJO (QUIROS)	33117
ACIERA	33118
BALLONGO	33119
PRAVIA	33120
ARENA, LA (SOTO DEL BARCO)	33125
COTOLLANO	33126
ARCO (PRAVIA)	33127
ABLANEDO (PRAVIA)	33128
AGONES	33129
SAN ESTEBAN DE PRAVIA	33130
ERA	33138
SOMADO	33139
ARQUERA, LA (OVIEDO)	33140
CUDILLERO	33150
ARONCES	33154
ARGATON	33155
CEPEDO, EL	33156
ALBUERNE	33157
BALLOTA (CUDILLERO)	33158
ARMAYOR	33159
ABLANEDO (RIOSA)	33160
BUSLOÑE	33161
ABLANEDO (MORCIN)	33162
ARGAME	33163
CALEYO, EL (OVIEDO)	33170
ATROLLO, EL	33171
CARMEN, EL (R. DE ARRIBA)	33172
ENTREPUENTES	33173
BARREDOS (OVIEDO)	33174
NOREÑA	33180
MOLDANO	33183
BERRON, EL	33186
BUENAVISTA (EL BERRON)	33187
ARGUELLES	33188
ALTO DE LA MADERA	33189
AGUERA (LAS REGUERAS)	33190
AREÑES (OVIEDO)	33191
BARGANIZA	33192
ARONES	33193
Oviedo	33194
ARENALES	33195
BARREROS (LA MANJONA-OVIEDO)	33196
BARREROS, LOS (LIMANES)	33199
Gijón	33200
Gijón	33201
Gijón	33202
Gijón	33203
Gijón	33204
Gijón	33205
Gijón	33206
Gijón	33207
Gijón	33208
Gijón	33209
Gijón	33210
Gijón	33211
Gijón	33212
Gijón	33213
Gijón	33290
Gijón	33299
ARCENOYO	33300
ABEU (FUENTES-VILLAVICIOSA)	33310
ALGARA	33311
ARBELLIA	33313
ABEDULES	33314
ABAYU	33315
ABEU DE ARRIBA (CARDA-VILLAVICIOSA)	33316
ABADIA, LA	33317
CALEYU, EL (CELADA-VILLAVICIOSA)	33318
CERRACIN	33320
RIERA, LA (COLUNGA)	33324
CARRANDENA	33325
ARNIN	33326
BELDREDO	33327
HUERRES	33328
ABLANEDO (COLUNGA)	33329
LASTRES	33330
CASTIELLO (COLUNGA)	33340
ISLA, LA	33341
COCEÑA	33342
CARAVIA BAJA	33343
BANDALISQUE	33344
ALEA	33345
BERBES	33346
ABEO	33347
AROLES	33350
LEORIO	33390
BALDORNON	33391
Gijón	33392
BATIAO	33393
Gijón	33394
Avilés	33400
Avilés	33401
Avilés	33402
Avilés	33403
Avilés	33404
Avilés	33405
ALFARAZ	33410
BARRERA, LA (ILLAS)	33411
BARRIERO, EL	33412
ARGAÑOSA	33414
ABLANEDA (CORBERA)	33416
SAN JUAN DE NIEVA	33417
CAMPO DE LA IGLESIA (GOZON)	33418
CARBAYO, EL (LUGONES)	33420
SOTO DE LLANERA, URBANIZACION	33423
ABARRIO	33424
AGUERA (LLANERA)	33425
BONIELLES	33426
ANDUERGA	33427
ARROYO (LLANERA)	33428
BALBONA (SIERO)	33429
CANDAS	33430
AMBAS (CARREÑO)	33438
ALTO DE LA IGLESIA	33439
LUANCO	33440
ARENAS, LAS (GOZON)	33448
ALTAMIRA (GOZON)	33449
ALVARE (CASTRILLON)	33450
BARZANAS, LAS	33456
ARANCES	33457
ALTO DEL PRAVIANO	33458
BANDA, LA	33459
Avilés	33460
BARDASQUERA	33468
ADMIRACION DE IGLESIA	33469
ACEBO (CORVERA)	33470
ALBARES (LLANERA)	33480
AMBIEDES, PUEBLO	33490
ARENAS, LAS (CARREÑO)	33491
ABOÑO	33492
LLANES	33500
ARDISANA	33507
ALLENDE (VIBAÑO)	33508
ARQUERA, LA (LLANES)	33509
POLA DE SIERO	33510
ACEBO (SARIEGO)	33518
ATRAS (SIERO)	33519
NAVA	33520
ACEBAL, LA (BIMENES)	33527
ARGAMOSO	33528
ARBOLEYA	33529
INFIESTO	33530
ANAYO	33534
BARGAEDO	33535
ARTEDOSA	33536
CUERRIAS DE ESPINAREDO	33537
ABEDUL (PILOÑA)	33538
ARGANDENES	33539
ARRIONDAS	33540
AROBES	33546
AGUERA (CANGAS DE ONIS)	33547
BODES	33548
BODE	33549
BIAMON	33550
ARANGAS	33554
ASIEGO	33555
ABAMIA	33556
ABIEGOS	33557
AMIEVA	33558
ABALLE	33559
RIBADESELLA	33560
CALABREZ	33566
CARMEN	33567
CAMANGO	33568
ARDINES	33569
BUSTIO	33570
CARAVES	33576
MIER	33577
ALLES	33578
ABANDAMES	33579
ACEBAL, LA (LIERES)	33580
CAMPONES (NAVA)	33581
CARANCOS	33582
ANTRIALGO	33583
CALDEVILLA	33584
CASTIELLO DE PARRES	33585
CAYARGA	33586
TEYUA	33587
CUEVAS DE AGUA	33588
CABIELLES	33589
ANDINES	33590
BELMONTE DE PRIA	33591
CARRILES, LOS (LLANES)	33592
CARDOSO (LLANES)	33593
BRICIA	33594
BALMORI	33595
ANDRIN	33596
PUERTAS DE VIDIAGO	33597
BUELNA	33598
RUMANES	33599
ABELLES, LAS	33600
ABLANEDO (TURON)	33610
BRAÑANOCEDO	33611
ALAMEDA, LA	33612
ARGALLADAS, LAS	33613
CABANIN, EL (SANTA ROSA-MIERES)	33614
CANGAS DE ABAJO	33615
ACEBEDO (MIERES)	33616
ARZOLAR, EL	33617
BARRIO GONZALIN	33618
AGUILAR	33619
CAMPOMANES	33620
ARNON	33627
CAMPO, EL (CAMPOMANES)	33628
ALCEDO DE CABALLEROS	33629
POLA DE LENA	33630
ABLANO (LENA)	33637
ARMADA	33638
BARRACA, LA (POLA LENA)	33639
BARREDOS (UJO)	33640
ABLAÑA	33650
ARMATILLA	33660
CASARES (OVIEDO)	33669
MOREDA DE ALLER	33670
NANDIELLO	33673
BOO	33675
MURIAS (ALLER)	33676
ARNIZO (MOREDA)	33677
AGUERIA (MOREDA)	33678
COLLADA (MOREDA)	33679
COLLANZO (ALLER)	33680
CASOMERA	33681
BAIÑA	33682
AGUALESTRO	33683
BUCIELLO	33684
ACEBEDO (ALLER)	33685
BELLO (CABAÑAQUINTA-ALLER)	33686
LLANOS	33687
CUEVAS (FELECHOSA - ALLER)	33688
BERBOLA	33690
MONTEANA	33691
CABEZON	33692
BRAÑILLIN (PAJARES)	33693
BUELLES	33694
CASTIELLO (VILLALLANA)	33695
FRESNEDO (SOTO REY)	33696
ARROYO (SERIN)	33697
ALMUÑA	33700
BELEN	33707
ABLANEDO (LUARCA)	33708
ACEÑAS	33710
FOJOS	33716
ABRUÑEIROS	33717
AGUAMAROZA	33718
ABLANEDO (COAÑA)	33719
BOAL	33720
VILLUR	33721
NAVALIOS, LOS	33724
ARMAL	33725
CABANAS TRABAZAS	33726
CASTRILLON DE BOAL	33727
BAJADA, LA	33728
BRAÑALIBEL	33729
AIRELA	33730
BABOREIRA	33731
CEDEMONIO	33732
GIO	33733
ARNE, EL	33734
ARGUL	33735
SANTA MARIA (GRANDAS DE SALIME)	33736
CASTRO (GRANDAS DE SALIME)	33737
COBA, LA (GRANDAS SALIME)	33738
BRAÑELA (GRANDAS SALIME)	33739
TAPIA DE CASARIEGO	33740
BALMORTO	33746
ACEVEDO (TAPIA)	33747
CASARIEGO	33748
BARREIRO (TAPIA)	33749
CARIDAD, LA	33750
ANDINA, LA	33756
ARBOCES	33757
CASTELLO (EL FRANCO)	33758
CARBEJE	33759
CASTROPOL	33760
BECHARRO	33768
AGELAN	33769
VEGADEO	33770
ANTIGUA (SAN TIRSO DE ABRES)	33774
ABRAIDO	33775
AMIEIROS	33776
ARROJINA	33777
AGUILLON (CASTROPOL)	33778
BUSTELO DE MEREDO	33779
ANGUILERO	33780
ALIENES	33782
ADRADO	33783
ARGUMOSIN	33784
AGUERA	33785
CUEVA (LUARCA)	33786
ALDIN	33787
CADAVEDO	33788
BUSTO (LUARCA)	33789
PUERTO DE VEGA	33790
ALBARDE	33791
ARNIZO (OTUR)	33792
BARAYO	33793
ACEBREIRAL	33794
ASTAS	33795
ASPRA, EL	33796
VILLAR (TRELLES-COAÑA)	33797
MIÑAGON	33798
CRUZ, LA (BOAL)	33799
CANGAS DE NARCEA	33800
ALGUERDO	33810
CALDEVILLA DE RENGOS	33811
BAO (IBIAS)	33812
ADRALES	33813
ABANCEÑA	33814
ARANIEGO	33815
ANDERVE	33816
ARDALIZ	33817
ARBAS (SAN JULIAN)	33818
AMAGO	33819
BORBOLLA, LA (GRADO)	33820
ALCUBIELLA	33825
AMBAS (GRADO)	33826
AGUERA DE SALCEDO	33827
ACES DE CANDAMO	33828
ACEBEDO (GRADO)	33829
BELMONTE	33830
ABANGO	33836
ALVARIZA	33837
BAZALES, LOS	33838
LLAMOSO	33839
AGUINO	33840
BUSTARIEGA	33841
AGUASMESTAS	33842
ALMURFE	33843
ABEDUL (BELMONTE)	33844
BELLO (BELMONTE)	33845
ALAVA	33846
CANDANONEGRO	33850
BULSE	33857
BARRUDO	33858
BALLOTA (CORNELLANA)	33859
SALAS	33860
BARCENA (SALAS)	33865
ACEVEDO (SALAS)	33866
ALBA, EL	33867
ACELLANA	33868
ABLANEDA (SALAS)	33869
BRAÑA, LA (TINEO)	33870
ATALAYA (TINEO)	33873
ARCILLERO	33874
ABLANEDA (TINEO)	33875
AGUERA DE LA BARCA	33876
BEDURES	33877
ANZAS	33878
BARADAL	33879
POLA DE ALLANDE	33880
BUSLABIN	33885
ARMENANDE	33886
ABUANES	33887
ARBEYALES (POLA DE ALLANDE)	33888
CABRAL	33889
ABANIELLA	33890
ABLANEDO (SALAS)	33891
BARREDO (VEGA DE ANZO)	33892
CIAÑO	33900
ARMADA, LA	33909
ALPERI	33910
TABLEROS, LOS	33912
ABEDUL (OVIEDO)	33919
ACEBAL, LA (LANGREO)	33920
FOYACA, LA (GRADO)	33928
BARRIPIES	33929
BARROS	33930
CALEYO, EL (LANGREO)	33934
ANTUÑA	33935
ARENAS (CARBAYIN-SIERO)	33936
BENDICION	33937
CASTIELLO (BENDICION)	33938
ANDARUJO	33939
ENTREGO, EL	33940
CABAÑA, LA (EL ENTREGO)	33945
ARAGUSTIN	33946
ABONION	33947
BARREDO (EL ENTREGO)	33948
BARRACA, LA (CIAÑO-LANGREO)	33949
SERRALLO	33950
ARGAYADAS	33957
BARAOSA	33958
CABAÑINA (SOTRONDIO)	33959
BLIMEA	33960
APARADAS	33969
BARREDOS, LOS (P. LAVIANA)	33970
ABEDUL (LAVIANA)	33979
ARBEYA, LA	33980
ARBIN	33986
ACEBAL (POLA DE LAVIANA)	33987
BOZA (POLA LAVIANA)	33988
CANTO DE ABAJO	33989
BARRIO (CASO)	33990
CELLERUELO	33991
ALDEA (POLA DE LAVIANA)	33992
AGUES	33993
ABANTRO	33994
BUSPRIZ	33995
BELERDA	33996
PENDONES	33997
Palencia	34001
Palencia	34002
Palencia	34003
Palencia	34004
Palencia	34005
Palencia	34006
Palencia	34070
Palencia	34071
Palencia	34080
SALDAÑA	34100
PINO DEL RIO	34110
ACERA DE LA VEGA	34111
SAN ANDRES DE LA REGLA	34112
BUSTOCIRIO, DE, DEHESA	34113
PORTILLEJO	34114
MEMBRILLAR	34115
BUSTILLO DE LA VEGA	34116
CARBONERA	34117
CARRION DE LOS CONDES	34120
ALBALA DE LA VEGA	34126
BAHILLO	34127
GOZON DE UCIEZA	34128
BUSTILLO DEL PARAMO	34129
MONTE DE LA CEPUDA	34130
CASTRILLEJO DE LA OLMA	34131
MONTE LA TORRE	34159
DEHESILLA, LA	34160
CASCON DE LA NAVA	34170
CALABAZANOS	34190
ALCONADA, LA, MONASTERIO	34191
GRIJOTA	34192
BAÑOS DE CERRATO	34200
CEMENTOS HONTORIA	34208
HONTORIA DE CERRATO	34209
DUEÑAS	34210
CEVICO DE LA TORRE	34218
ALBA DE CERRATO	34219
CASTILLO DE MAGAZ	34220
TORQUEMADA	34230
VALDEOLMILLOS	34239
BALTANAS	34240
CASTRILLO DE DON JUAN	34246
CEVICO NAVERO	34247
ANTIGUEDAD	34248
ENCOMIENDA, LA	34249
QUINTANA DEL PUENTE	34250
PALENZUELA	34257
SAN JUAN DE CASTELLANOS	34258
CORDOVILLA LA REAL	34259
PAREDES DE NAVA	34300
BAQUERIN DE CAMPOS	34305
BELMONTE DE CAMPOS	34306
ABASTAS	34307
CALZADILLA DE LA CUEZA	34309
BECERRIL DE CAMPOS	34310
CISNEROS	34320
FUENTES DE NAVA	34337
ABARCA DE CAMPOS	34338
VILLADA	34340
ARROYO	34347
BOADILLA DE RIOSECO	34349
HERRERA DE PISUERGA	34400
HIJOSA DE BOEDO	34405
BASCONES DE OJEDA	34406
CALAHORRA DE BOEDO	34407
MONZON DE CAMPOS	34410
FUENTES DE VALDEPERO	34419
AMUSCO	34420
AMAYUELAS DE ABAJO	34429
PIÑA DE CAMPOS	34430
TAMARA	34439
FROMISTA	34440
REVENGA DE CAMPOS	34447
ARCONADA	34449
ASTUDILLO	34450
OSORNO	34460
BOADILLA DEL CAMINO	34468
CABAÑAS DE CASTILLA, LAS	34469
BARRIO LA PUEBLA	34470
ARENILLAS DE SAN PELAYO	34473
VILLABASTA	34475
ARENILLAS DE NUÑO PEREZ	34477
CASTRILLO DE VILLAVEGA	34478
ALAR DEL REY	34480
AMAYUELAS DE OJEDA	34485
COZUELOS DE OJEDA	34486
MONTE DEL REY (ALAR DEL REY)	34489
PALACIOS DEL ALCOR	34490
ABIA DE LAS TORRES	34491
BARRIO DE SAN QUIRCE	34492
AGUILAR DE CAMPOO	34800
BARRIO DE SAN PEDRO	34810
CABRIA	34811
VENTAS DE BECERRIL, LAS	34812
BASCONES DE VALDIVIA	34813
BECERRIL DEL CARPIO	34815
BARRUELO DE SANTULLAN	34820
BUSTILLO DE SANTULLAN	34828
BRAÑOSERA	34829
RENEDO DE ZALIMA	34830
BARCENILLA DE PISUERGA	34839
CERVERA DE PISUERGA	34840
ERMITA DE SAN ROQUE	34842
COLMENARES DE OJEDA	34844
VENTA DE SANTA LUCIA	34845
ARBEJAL	34846
CAMPO, EL	34847
LORES	34848
AREÑOS	34849
CASTREJON DE LA PEÑA	34850
PISON DE CASTREJON	34858
BOEDO DE CASTREJON	34859
MINAS DE CASTILLA	34860
AVIÑANTE DE LA PEÑA	34869
RESPENDA DE LA PEÑA	34870
BAÑOS DE LA PEÑA	34878
CORNON DE LA PEÑA	34879
GUARDO	34880
VELILLA DEL RIO CARRION	34886
ALBA DE LOS CARDAÑOS	34888
FRESNO DEL RIO	34889
Palmas de Gran Canaria,Las	35001
Palmas de Gran Canaria,Las	35002
Palmas de Gran Canaria,Las	35003
Palmas de Gran Canaria,Las	35004
Palmas de Gran Canaria,Las	35005
Palmas de Gran Canaria,Las	35006
Palmas de Gran Canaria,Las	35007
Palmas de Gran Canaria,Las	35008
Palmas de Gran Canaria,Las	35009
Palmas de Gran Canaria,Las	35010
Palmas de Gran Canaria,Las	35011
Palmas de Gran Canaria,Las	35012
Palmas de Gran Canaria,Las	35013
Palmas de Gran Canaria,Las	35014
Palmas de Gran Canaria,Las	35015
Palmas de Gran Canaria,Las	35016
Palmas de Gran Canaria,Las	35017
Palmas de Gran Canaria,Las	35018
Palmas de Gran Canaria,Las	35019
Palmas de Gran Canaria,Las	35070
Palmas de Gran Canaria,Las	35071
Palmas de Gran Canaria,Las	35080
AERO-CLUB, LUGAR	35100
CALDERIN	35106
AGADIR	35107
ARTEARA	35108
DATA, LA	35109
SARDINA DEL SUR	35110
ARINAGA, CRUCE DE	35118
ALDEA BLANCA	35119
ARGUINEGUIN	35120
BARRANQUILLO ANDRES	35128
BARRANCO BALITO	35129
PUERTO RICO	35130
MOGAN, DE, PLAYA	35138
PUERTO RICO, URBANIZACION	35139
MOGAN	35140
BURRILLAS, LAS	35149
BARRANCO DE LA BALLENA	35190
ADELFA, LA	35191
BARAHONA	35192
CALZADA, LA	35193
CANTERAS DEL FONDILLO	35194
CAPON, LOMO DEL	35195
ACEBUCHAL (MARZAPE)	35196
ALMATRICHE ALTO	35197
CRUZ DEL OVEJERO	35198
CALVARIO, EL (TAMARACEITE)	35199
Telde	35200
Telde	35210
Telde	35211
Telde	35212
Telde	35213
Telde	35214
Telde	35215
CASILLAS, LAS (TELDE-EL RINCON)	35216
ALMENDROS, LOS, URBANIZACION	35217
Telde	35218
Telde	35219
Telde	35220
CASAS QUEMADAS	35229
AEROPUERTO DE GANDO	35230
CARRIZAL, EL	35240
INGENIO	35250
AGUATONA EL NUEVO	35259
AGUIMES	35260
TEMISAS	35270
CASAS BLANCAS (SANTA LUCIA)	35280
SAN BARTOLOME DE TIRAJANA	35290
AGUALATENTE	35299
SANTA BRIGIDA	35300
ATALAYA DE GUIA, LA	35307
CASILLAS, LAS (SANTA BRIGADA)	35308
ANGOSTURA, LA	35309
HOYA CAPA	35310
ARENILLAS, LAS	35319
SAN MATEO	35320
ALMAGRIA, LA	35328
ACEQUIA MARRERO	35329
TEROR	35330
ARBEJALES	35333
BARRANCO ZAPATERO	35338
ALAMO, EL	35339
CUEVAS, LAS (VALLESECO)	35340
BARRANCO	35349
ACUSA VERDE	35350
TEJEDA	35360
CARRIZAL DE TEJEDA	35368
ASERRADOR	35369
ARUCAS	35400
ALEMANES, LOS (ARUCAS), URBANIZACION	35411
ALTABACALES, LOS	35412
ALTILLO	35413
BAÑADEROS	35414
CARRIL	35415
MOYA	35420
AGUAS DE FONTANALES	35421
CABO VERDE	35422
CANALES, LOS	35423
BACHICAO	35430
BUENLUGAR	35431
ACEBUCHE	35432
SANTA MARIA DE GUIA	35450
AGUILILLA, RISCO DE LA	35457
ALBERCON DE LA VIRGEN	35458
ANZO	35459
GALDAR	35460
AGAZAL, LA	35468
AGUJERO, EL	35469
BARRIO, EL (SAN NICOLAS DE TOLENTINO)	35470
ARTEJEVES, ZONA	35478
ALBERCON, EL	35479
AGAETE	35480
BARRANCO CANARIO	35488
BARRANCO DE LA PALMA	35489
ARRECIFE	35500
CABLE, DEL, PLAYA	35509
PUERTO DEL CARMEN	35510
BARRANCO DEL QUIQUERE	35518
ALEMANES, LOS (PUERTO DEL CARMEN), URBANIZACION	35519
HARIA	35520
TEGUISE	35530
MOJON, EL	35539
CALETA DE SEBO (ISLA GRACIOSA)	35540
GUINATE	35541
ARRIETA	35542
MALA	35543
GUATIZA	35544
SAN BARTOLOME DE LANZAROTE	35550
CALDERETA (SAN BARTOLOME DE LANZAROTE)	35558
BERMEJOS	35559
CALDERETAS, LAS (TINAJO)	35560
TAO (TINAJO)	35561
MOZAGA	35562
BLANCA (YAIZA), PLAYA	35570
ASOMADA, LA (YAIZA)	35571
MASDACHE	35572
PUERTO DEL ROSARIO	35600
AEROPUERTO DEL MATORRAL (FUERTEVENTURA)	35610
CASILLA DEL ANGEL	35611
GUISGUEY	35612
ASOMADA, LA (PUERTO ROSARIO)	35613
GRAN TARAJAL	35620
MORRO JABLE	35625
ALTAMARENA, APARTAMENTOS	35626
CALABAZA, LA	35627
AJUY	35628
CHARCO, EL (TUINEJE)	35629
ANTIGUA, LA	35630
ALMACIGO	35637
AGUA DE BUEYES	35638
ALARES	35639
OLIVA, LA	35640
CALDERETA (LA OLIVA)	35649
COTILLO (PLAYA DE)	35650
CORRALEJO	35660
Pontevedra	36001
Pontevedra	36002
Pontevedra	36003
Pontevedra	36004
Pontevedra	36005
Pontevedra	36070
Pontevedra	36071
Pontevedra	36080
CENTRO MILITAR FIGUEIRIDO	36100
ALENDE (CAMPO LAMEIRO)	36110
CASTRO (CERDEDO-FILGUEIRA)	36116
CASTRO (CERDEDO-BUGARIN)	36117
FRAGAS (SANTA MARIÑA)	36118
CHACENTE (CAMPO LAMEIRO)	36119
TENORIO (SAN PEDRO)	36120
BARBEITOS (SAN JORGE DE SACOS)	36121
CERDEDO (CASCO URBANO)	36130
CERDEDO (RESTO PARROQUIA)	36139
BERTOLA	36140
PAREDES (VILABOA)	36141
COBRES (SANTO ADRAN)	36142
SALCEDO (SAN MARTIÑO)	36143
XEVE (SANTO ANDRE)	36150
SANTA MARIA DE XEVE (SANTA MARIA)	36151
CERPONZONS (SAN VICENTE)	36152
AGROVELLO (LOURIZAN)	36153
BARCIA, A (MARCON)	36154
CASALDORADO E CERNADAS, AS (LEREZ)	36155
CASAL NOVO (LEREZ)	36156
ALBA (SANTA MARIA)	36157
ALBEIRO (MARCON)	36158
CAMPOLONGO	36160
MONTECELO	36161
Pontevedra	36162
POIO (SAN SALVADOR)	36163
BOUZA, A (MOURENTE)	36164
AGUDELO (SAN MARTIÑO)	36190
BARRO (SAN BREIXO)	36191
ARMENTEIRA, A	36192
ROMAI	36193
PERDECANAI	36194
Vigo	36200
Vigo	36201
Vigo	36202
Vigo	36203
Vigo	36204
Vigo	36205
Vigo	36206
Vigo	36207
Vigo	36208
Vigo	36209
Vigo	36210
Vigo	36211
Vigo	36212
Vigo	36213
Vigo	36214
Vigo	36215
Vigo	36216
BAIONA	36300
BELESAR (SAN LOURENZO)	36307
BAIÑA (SANTA MARIÑA)	36308
BAREDO (SANTA MARIA)	36309
Vigo	36310
CELA (SAN PEDRO)	36311
Vigo	36312
Vigo	36313
Vigo	36314
Vigo	36315
VINCIOS (SANTA MARIÑA)	36316
Vigo	36317
Vigo	36318
CHAPELA (SAN FAUSTO)	36320
Vigo	36330
Vigo	36331
Vigo	36339
PANXON	36340
NIGRAN	36350
CAMOS (SANTA BAIA)	36360
RAMALLOSA, A (SAN PEDRO)	36370
BORREIROS (SAN MARTIÑO)	36378
RAMALLOSA, A (SAN PEDRO-RESTO PARROQUIA)	36379
GONDOMAR	36380
DONAS (SANTA BAIA)	36388
CHAIN	36389
Vigo	36390
PRIEGUE (SAN MAMEDE)	36391
Vigo	36392
SABARIS	36393
PORRIÑO, O	36400
TORNEIROS (SAN SALVADOR)	36410
CANS	36411
PONTELLAS (SANTIAGO)	36412
MOSENDE (SAN XURXO)	36413
CHENLO	36414
CARRACIDO	36415
PETELOS (SAN MAMEDE)	36416
DORNELAS (SANTA MARIA)	36417
